Team1W,Team1L,Team1MIN,Team1OFFRTG,Team1DEFRTG,Team1AST/TO,Team1AST_RATIO,Team1OREB%,Team1DREB%,Team1REB%,Team1TS%,Team1PACE,Team1PIE,Team2W,Team2L,Team2MIN,Team2OFFRTG,Team2DEFRTG,Team2AST/TO,Team2AST_RATIO,Team2OREB%,Team2DREB%,Team2REB%,Team2TS%,Team2PACE,Team2PIE,HomeWin
2,12,682.0,104.8,116.1,1.59,15.7,25.5,72.3,47.4,52.7,101.07,41.9,4,12,768.0,105.3,116.9,1.66,15.7,28.0,71.2,49.2,52.8,95.66,44.4,1
10,4,677.0,108.4,102.1,1.71,17.5,24.2,75.7,50.9,55.8,101.71,53.8,12,3,720.0,109.7,99.6,1.78,19.6,28.0,71.4,51.2,57.2,99.87,57.9,1
9,6,735.0,110.1,110.4,1.62,17.8,27.0,75.7,51.5,57.3,99.17,50.1,7,6,629.0,110.6,108.4,1.85,19.0,25.3,74.5,50.2,56.9,101.49,51.6,0
9,5,682.0,115.5,107.7,2.08,18.7,27.7,71.9,49.8,58.3,99.98,54.8,6,9,740.0,109.6,112.1,1.92,19.1,23.0,69.4,46.1,57.2,100.61,49.0,0
8,7,730.0,108.1,109.3,1.46,16.1,28.9,75.4,52.1,55.5,99.45,48.8,5,10,720.0,102.7,105.9,1.59,17.4,20.7,70.7,46.0,54.4,95.17,48.7,1
9,6,720.0,108.1,101.7,1.43,15.6,29.9,74.6,51.6,54.7,105.1,52.7,6,9,720.0,112.2,112.1,2.0,19.4,27.9,72.1,50.2,56.8,101.27,50.7,1
6,7,629.0,108.5,112.6,1.49,18.6,33.6,73.2,52.8,55.7,103.48,46.6,7,9,773.0,107.9,110.2,1.43,16.2,28.8,73.4,51.4,55.8,101.62,49.8,1
9,5,672.0,107.9,104.1,1.8,17.8,31.2,73.6,52.0,53.3,96.29,51.9,7,7,672.0,109.3,100.6,1.67,19.1,27.8,76.8,53.1,57.1,100.71,56.1,1
6,9,730.0,111.6,111.7,2.12,18.3,29.0,71.1,49.7,55.4,100.47,51.7,9,6,720.0,111.3,110.8,2.02,18.3,25.9,69.8,47.1,56.2,104.5,49.3,1
8,7,725.0,106.7,106.0,1.73,16.1,27.1,72.9,49.4,53.6,98.12,49.3,10,5,725.0,110.6,106.7,1.97,19.5,23.7,75.1,49.9,57.6,103.15,53.2,0
8,7,720.0,110.0,106.7,1.71,18.0,25.3,75.1,51.1,57.4,104.17,52.3,11,4,720.0,113.4,109.1,1.46,15.8,27.9,71.5,49.7,57.9,97.23,49.5,1
6,9,725.0,109.9,114.4,1.43,16.6,25.8,72.9,50.2,58.1,102.59,47.7,11,5,768.0,116.7,106.4,2.19,19.4,22.9,72.9,49.9,60.6,99.0,56.7,1
5,9,672.0,98.7,107.1,1.26,15.7,23.2,70.6,47.3,52.7,96.93,45.3,5,8,634.0,101.7,109.0,1.44,16.1,27.0,75.2,50.3,52.2,95.92,44.9,1
7,9,773.0,107.9,110.2,1.43,16.2,28.8,73.4,51.4,55.8,101.62,49.8,5,11,793.0,104.9,112.4,1.58,17.4,27.9,69.9,48.3,54.3,99.93,46.2,1
6,7,629.0,108.5,112.6,1.49,18.6,33.6,73.2,52.8,55.7,103.48,46.6,9,5,682.0,115.5,107.7,2.08,18.7,27.7,71.9,49.8,58.3,99.98,54.8,1
2,12,682.0,104.8,116.1,1.59,15.7,25.5,72.3,47.4,52.7,101.07,41.9,7,7,687.0,110.4,110.3,1.94,17.2,26.3,73.4,49.4,55.2,99.46,48.8,0
6,9,740.0,109.6,112.1,1.92,19.1,23.0,69.4,46.1,57.2,100.61,49.0,9,6,735.0,110.1,110.4,1.62,17.8,27.0,75.7,51.5,57.3,99.17,50.1,1
10,4,677.0,108.4,102.1,1.71,17.5,24.2,75.7,50.9,55.8,101.71,53.8,4,12,768.0,105.3,116.9,1.66,15.7,28.0,71.2,49.2,52.8,95.66,44.4,0
12,3,720.0,109.7,99.6,1.78,19.6,28.0,71.4,51.2,57.2,99.87,57.9,7,6,629.0,110.6,108.4,1.85,19.0,25.3,74.5,50.2,56.9,101.49,51.6,0
9,5,672.0,107.9,104.1,1.8,17.8,31.2,73.6,52.0,53.3,96.29,51.9,5,10,720.0,102.7,105.9,1.59,17.4,20.7,70.7,46.0,54.4,95.17,48.7,0
9,6,720.0,108.1,101.7,1.43,15.6,29.9,74.6,51.6,54.7,105.1,52.7,8,4,581.0,110.5,109.3,1.89,19.7,30.2,72.9,51.5,55.8,98.07,50.5,1
8,7,725.0,106.7,106.0,1.73,16.1,27.1,72.9,49.4,53.6,98.12,49.3,8,7,730.0,108.1,109.3,1.46,16.1,28.9,75.4,52.1,55.5,99.45,48.8,1
10,5,725.0,110.6,106.7,1.97,19.5,23.7,75.1,49.9,57.6,103.15,53.2,9,6,720.0,111.3,110.8,2.02,18.3,25.9,69.8,47.1,56.2,104.5,49.3,0
7,7,672.0,109.3,100.6,1.67,19.1,27.8,76.8,53.1,57.1,100.71,56.1,5,8,634.0,101.7,109.0,1.44,16.1,27.0,75.2,50.3,52.2,95.92,44.9,1
8,7,720.0,110.0,106.7,1.71,18.0,25.3,75.1,51.1,57.4,104.17,52.3,7,7,687.0,110.4,110.3,1.94,17.2,26.3,73.4,49.4,55.2,99.46,48.8,0
9,5,682.0,115.5,107.7,2.08,18.7,27.7,71.9,49.8,58.3,99.98,54.8,4,11,725.0,102.4,108.6,1.39,16.4,29.6,74.8,51.0,51.9,99.94,44.3,1
11,4,720.0,113.4,109.1,1.46,15.8,27.9,71.5,49.7,57.9,97.23,49.5,5,10,720.0,102.7,105.9,1.59,17.4,20.7,70.7,46.0,54.4,95.17,48.7,0
5,9,672.0,98.7,107.1,1.26,15.7,23.2,70.6,47.3,52.7,96.93,45.3,11,5,768.0,116.7,106.4,2.19,19.4,22.9,72.9,49.9,60.6,99.0,56.7,0
6,9,725.0,109.9,114.4,1.43,16.6,25.8,72.9,50.2,58.1,102.59,47.7,9,6,720.0,108.1,101.7,1.43,15.6,29.9,74.6,51.6,54.7,105.1,52.7,1
6,9,730.0,111.6,111.7,2.12,18.3,29.0,71.1,49.7,55.4,100.47,51.7,5,11,793.0,104.9,112.4,1.58,17.4,27.9,69.9,48.3,54.3,99.93,46.2,1
6,7,629.0,108.5,112.6,1.49,18.6,33.6,73.2,52.8,55.7,103.48,46.6,9,6,735.0,110.1,110.4,1.62,17.8,27.0,75.7,51.5,57.3,99.17,50.1,1
7,6,629.0,110.6,108.4,1.85,19.0,25.3,74.5,50.2,56.9,101.49,51.6,4,12,768.0,105.3,116.9,1.66,15.7,28.0,71.2,49.2,52.8,95.66,44.4,0
2,12,682.0,104.8,116.1,1.59,15.7,25.5,72.3,47.4,52.7,101.07,41.9,12,3,720.0,109.7,99.6,1.78,19.6,28.0,71.4,51.2,57.2,99.87,57.9,1
8,7,720.0,110.0,106.7,1.71,18.0,25.3,75.1,51.1,57.4,104.17,52.3,6,9,740.0,109.6,112.1,1.92,19.1,23.0,69.4,46.1,57.2,100.61,49.0,1
9,6,720.0,111.3,110.8,2.02,18.3,25.9,69.8,47.1,56.2,104.5,49.3,7,9,773.0,107.9,110.2,1.43,16.2,28.8,73.4,51.4,55.8,101.62,49.8,0
9,5,672.0,107.9,104.1,1.8,17.8,31.2,73.6,52.0,53.3,96.29,51.9,6,9,720.0,112.2,112.1,2.0,19.4,27.9,72.1,50.2,56.8,101.27,50.7,0
8,7,725.0,106.7,106.0,1.73,16.1,27.1,72.9,49.4,53.6,98.12,49.3,8,4,581.0,110.5,109.3,1.89,19.7,30.2,72.9,51.5,55.8,98.07,50.5,1
10,4,677.0,108.4,102.1,1.71,17.5,24.2,75.7,50.9,55.8,101.71,53.8,4,11,725.0,102.4,108.6,1.39,16.4,29.6,74.8,51.0,51.9,99.94,44.3,0
5,11,793.0,104.9,112.4,1.58,17.4,27.9,69.9,48.3,54.3,99.93,46.2,2,12,682.0,104.8,116.1,1.59,15.7,25.5,72.3,47.4,52.7,101.07,41.9,0
7,7,672.0,109.3,100.6,1.67,19.1,27.8,76.8,53.1,57.1,100.71,56.1,11,4,720.0,113.4,109.1,1.46,15.8,27.9,71.5,49.7,57.9,97.23,49.5,1
9,6,720.0,111.3,110.8,2.02,18.3,25.9,69.8,47.1,56.2,104.5,49.3,6,9,730.0,111.6,111.7,2.12,18.3,29.0,71.1,49.7,55.4,100.47,51.7,1
5,9,672.0,98.7,107.1,1.26,15.7,23.2,70.6,47.3,52.7,96.93,45.3,9,6,720.0,108.1,101.7,1.43,15.6,29.9,74.6,51.6,54.7,105.1,52.7,1
7,6,629.0,110.6,108.4,1.85,19.0,25.3,74.5,50.2,56.9,101.49,51.6,11,5,768.0,116.7,106.4,2.19,19.4,22.9,72.9,49.9,60.6,99.0,56.7,1
5,10,720.0,102.7,105.9,1.59,17.4,20.7,70.7,46.0,54.4,95.17,48.7,10,5,725.0,110.6,106.7,1.97,19.5,23.7,75.1,49.9,57.6,103.15,53.2,1
8,7,730.0,108.1,109.3,1.46,16.1,28.9,75.4,52.1,55.5,99.45,48.8,6,9,725.0,109.9,114.4,1.43,16.6,25.8,72.9,50.2,58.1,102.59,47.7,0
4,12,768.0,105.3,116.9,1.66,15.7,28.0,71.2,49.2,52.8,95.66,44.4,12,3,720.0,109.7,99.6,1.78,19.6,28.0,71.4,51.2,57.2,99.87,57.9,0
6,9,740.0,109.6,112.1,1.92,19.1,23.0,69.4,46.1,57.2,100.61,49.0,6,7,629.0,108.5,112.6,1.49,18.6,33.6,73.2,52.8,55.7,103.48,46.6,1
8,7,720.0,110.0,106.7,1.71,18.0,25.3,75.1,51.1,57.4,104.17,52.3,9,6,735.0,110.1,110.4,1.62,17.8,27.0,75.7,51.5,57.3,99.17,50.1,1
7,9,773.0,107.9,110.2,1.43,16.2,28.8,73.4,51.4,55.8,101.62,49.8,8,4,581.0,110.5,109.3,1.89,19.7,30.2,72.9,51.5,55.8,98.07,50.5,1
4,12,768.0,105.3,116.9,1.66,15.7,28.0,71.2,49.2,52.8,95.66,44.4,7,7,687.0,110.4,110.3,1.94,17.2,26.3,73.4,49.4,55.2,99.46,48.8,1
11,5,768.0,116.7,106.4,2.19,19.4,22.9,72.9,49.9,60.6,99.0,56.7,5,8,634.0,101.7,109.0,1.44,16.1,27.0,75.2,50.3,52.2,95.92,44.9,0
2,12,682.0,104.8,116.1,1.59,15.7,25.5,72.3,47.4,52.7,101.07,41.9,7,6,629.0,110.6,108.4,1.85,19.0,25.3,74.5,50.2,56.9,101.49,51.6,1
5,11,793.0,104.9,112.4,1.58,17.4,27.9,69.9,48.3,54.3,99.93,46.2,9,5,682.0,115.5,107.7,2.08,18.7,27.7,71.9,49.8,58.3,99.98,54.8,0
12,3,720.0,109.7,99.6,1.78,19.6,28.0,71.4,51.2,57.2,99.87,57.9,8,7,725.0,106.7,106.0,1.73,16.1,27.1,72.9,49.4,53.6,98.12,49.3,1
9,6,735.0,110.1,110.4,1.62,17.8,27.0,75.7,51.5,57.3,99.17,50.1,5,9,672.0,98.7,107.1,1.26,15.7,23.2,70.6,47.3,52.7,96.93,45.3,0
6,9,740.0,109.6,112.1,1.92,19.1,23.0,69.4,46.1,57.2,100.61,49.0,11,4,720.0,113.4,109.1,1.46,15.8,27.9,71.5,49.7,57.9,97.23,49.5,1
6,9,720.0,112.2,112.1,2.0,19.4,27.9,72.1,50.2,56.8,101.27,50.7,10,4,677.0,108.4,102.1,1.71,17.5,24.2,75.7,50.9,55.8,101.71,53.8,1
4,11,725.0,102.4,108.6,1.39,16.4,29.6,74.8,51.0,51.9,99.94,44.3,6,9,730.0,111.6,111.7,2.12,18.3,29.0,71.1,49.7,55.4,100.47,51.7,0
10,5,725.0,110.6,106.7,1.97,19.5,23.7,75.1,49.9,57.6,103.15,53.2,7,7,672.0,109.3,100.6,1.67,19.1,27.8,76.8,53.1,57.1,100.71,56.1,1
5,10,720.0,102.7,105.9,1.59,17.4,20.7,70.7,46.0,54.4,95.17,48.7,8,7,730.0,108.1,109.3,1.46,16.1,28.9,75.4,52.1,55.5,99.45,48.8,1
9,6,720.0,108.1,101.7,1.43,15.6,29.9,74.6,51.6,54.7,105.1,52.7,9,6,720.0,111.3,110.8,2.02,18.3,25.9,69.8,47.1,56.2,104.5,49.3,0
11,4,720.0,113.4,109.1,1.46,15.8,27.9,71.5,49.7,57.9,97.23,49.5,9,5,672.0,107.9,104.1,1.8,17.8,31.2,73.6,52.0,53.3,96.29,51.9,1
7,9,773.0,107.9,110.2,1.43,16.2,28.8,73.4,51.4,55.8,101.62,49.8,6,9,725.0,109.9,114.4,1.43,16.6,25.8,72.9,50.2,58.1,102.59,47.7,1
4,11,725.0,102.4,108.6,1.39,16.4,29.6,74.8,51.0,51.9,99.94,44.3,7,7,687.0,110.4,110.3,1.94,17.2,26.3,73.4,49.4,55.2,99.46,48.8,1
4,12,768.0,105.3,116.9,1.66,15.7,28.0,71.2,49.2,52.8,95.66,44.4,8,7,725.0,106.7,106.0,1.73,16.1,27.1,72.9,49.4,53.6,98.12,49.3,1
12,3,720.0,109.7,99.6,1.78,19.6,28.0,71.4,51.2,57.2,99.87,57.9,9,6,735.0,110.1,110.4,1.62,17.8,27.0,75.7,51.5,57.3,99.17,50.1,0
6,7,629.0,108.5,112.6,1.49,18.6,33.6,73.2,52.8,55.7,103.48,46.6,2,12,682.0,104.8,116.1,1.59,15.7,25.5,72.3,47.4,52.7,101.07,41.9,0
10,4,677.0,108.4,102.1,1.71,17.5,24.2,75.7,50.9,55.8,101.71,53.8,9,5,682.0,115.5,107.7,2.08,18.7,27.7,71.9,49.8,58.3,99.98,54.8,0
5,8,634.0,101.7,109.0,1.44,16.1,27.0,75.2,50.3,52.2,95.92,44.9,5,9,672.0,98.7,107.1,1.26,15.7,23.2,70.6,47.3,52.7,96.93,45.3,1
6,9,730.0,111.6,111.7,2.12,18.3,29.0,71.1,49.7,55.4,100.47,51.7,11,5,768.0,116.7,106.4,2.19,19.4,22.9,72.9,49.9,60.6,99.0,56.7,1
7,7,672.0,109.3,100.6,1.67,19.1,27.8,76.8,53.1,57.1,100.71,56.1,8,7,730.0,108.1,109.3,1.46,16.1,28.9,75.4,52.1,55.5,99.45,48.8,0
5,10,720.0,102.7,105.9,1.59,17.4,20.7,70.7,46.0,54.4,95.17,48.7,9,6,720.0,111.3,110.8,2.02,18.3,25.9,69.8,47.1,56.2,104.5,49.3,1
6,9,720.0,112.2,112.1,2.0,19.4,27.9,72.1,50.2,56.8,101.27,50.7,8,7,720.0,110.0,106.7,1.71,18.0,25.3,75.1,51.1,57.4,104.17,52.3,1
8,4,581.0,110.5,109.3,1.89,19.7,30.2,72.9,51.5,55.8,98.07,50.5,6,9,725.0,109.9,114.4,1.43,16.6,25.8,72.9,50.2,58.1,102.59,47.7,1
5,11,793.0,104.9,112.4,1.58,17.4,27.9,69.9,48.3,54.3,99.93,46.2,6,9,740.0,109.6,112.1,1.92,19.1,23.0,69.4,46.1,57.2,100.61,49.0,1
8,7,725.0,106.7,106.0,1.73,16.1,27.1,72.9,49.4,53.6,98.12,49.3,7,6,629.0,110.6,108.4,1.85,19.0,25.3,74.5,50.2,56.9,101.49,51.6,1
11,5,768.0,116.7,106.4,2.19,19.4,22.9,72.9,49.9,60.6,99.0,56.7,11,4,720.0,113.4,109.1,1.46,15.8,27.9,71.5,49.7,57.9,97.23,49.5,1
10,4,677.0,108.4,102.1,1.71,17.5,24.2,75.7,50.9,55.8,101.71,53.8,9,5,672.0,107.9,104.1,1.8,17.8,31.2,73.6,52.0,53.3,96.29,51.9,1
7,9,773.0,107.9,110.2,1.43,16.2,28.8,73.4,51.4,55.8,101.62,49.8,10,5,725.0,110.6,106.7,1.97,19.5,23.7,75.1,49.9,57.6,103.15,53.2,1
9,6,720.0,108.1,101.7,1.43,15.6,29.9,74.6,51.6,54.7,105.1,52.7,7,7,672.0,109.3,100.6,1.67,19.1,27.8,76.8,53.1,57.1,100.71,56.1,0
6,7,629.0,108.5,112.6,1.49,18.6,33.6,73.2,52.8,55.7,103.48,46.6,4,11,725.0,102.4,108.6,1.39,16.4,29.6,74.8,51.0,51.9,99.94,44.3,0
6,9,740.0,109.6,112.1,1.92,19.1,23.0,69.4,46.1,57.2,100.61,49.0,12,3,720.0,109.7,99.6,1.78,19.6,28.0,71.4,51.2,57.2,99.87,57.9,1
7,7,687.0,110.4,110.3,1.94,17.2,26.3,73.4,49.4,55.2,99.46,48.8,9,5,682.0,115.5,107.7,2.08,18.7,27.7,71.9,49.8,58.3,99.98,54.8,1
5,11,793.0,104.9,112.4,1.58,17.4,27.9,69.9,48.3,54.3,99.93,46.2,9,6,735.0,110.1,110.4,1.62,17.8,27.0,75.7,51.5,57.3,99.17,50.1,1
5,9,672.0,98.7,107.1,1.26,15.7,23.2,70.6,47.3,52.7,96.93,45.3,4,12,768.0,105.3,116.9,1.66,15.7,28.0,71.2,49.2,52.8,95.66,44.4,0
9,5,672.0,107.9,104.1,1.8,17.8,31.2,73.6,52.0,53.3,96.29,51.9,5,8,634.0,101.7,109.0,1.44,16.1,27.0,75.2,50.3,52.2,95.92,44.9,0
6,9,720.0,112.2,112.1,2.0,19.4,27.9,72.1,50.2,56.8,101.27,50.7,9,6,720.0,111.3,110.8,2.02,18.3,25.9,69.8,47.1,56.2,104.5,49.3,1
6,9,730.0,111.6,111.7,2.12,18.3,29.0,71.1,49.7,55.4,100.47,51.7,9,6,720.0,108.1,101.7,1.43,15.6,29.9,74.6,51.6,54.7,105.1,52.7,0
6,9,725.0,109.9,114.4,1.43,16.6,25.8,72.9,50.2,58.1,102.59,47.7,10,5,725.0,110.6,106.7,1.97,19.5,23.7,75.1,49.9,57.6,103.15,53.2,1
7,9,773.0,107.9,110.2,1.43,16.2,28.8,73.4,51.4,55.8,101.62,49.8,8,7,730.0,108.1,109.3,1.46,16.1,28.9,75.4,52.1,55.5,99.45,48.8,1
5,10,720.0,102.7,105.9,1.59,17.4,20.7,70.7,46.0,54.4,95.17,48.7,8,7,720.0,110.0,106.7,1.71,18.0,25.3,75.1,51.1,57.4,104.17,52.3,0
10,4,677.0,108.4,102.1,1.71,17.5,24.2,75.7,50.9,55.8,101.71,53.8,2,12,682.0,104.8,116.1,1.59,15.7,25.5,72.3,47.4,52.7,101.07,41.9,0
9,6,720.0,108.1,101.7,1.43,15.6,29.9,74.6,51.6,54.7,105.1,52.7,11,4,720.0,113.4,109.1,1.46,15.8,27.9,71.5,49.7,57.9,97.23,49.5,1
7,6,629.0,110.6,108.4,1.85,19.0,25.3,74.5,50.2,56.9,101.49,51.6,9,5,682.0,115.5,107.7,2.08,18.7,27.7,71.9,49.8,58.3,99.98,54.8,1
8,7,720.0,110.0,106.7,1.71,18.0,25.3,75.1,51.1,57.4,104.17,52.3,10,5,725.0,110.6,106.7,1.97,19.5,23.7,75.1,49.9,57.6,103.15,53.2,0
8,7,730.0,108.1,109.3,1.46,16.1,28.9,75.4,52.1,55.5,99.45,48.8,7,7,672.0,109.3,100.6,1.67,19.1,27.8,76.8,53.1,57.1,100.71,56.1,1
6,9,740.0,109.6,112.1,1.92,19.1,23.0,69.4,46.1,57.2,100.61,49.0,4,11,725.0,102.4,108.6,1.39,16.4,29.6,74.8,51.0,51.9,99.94,44.3,1
5,11,793.0,104.9,112.4,1.58,17.4,27.9,69.9,48.3,54.3,99.93,46.2,5,8,634.0,101.7,109.0,1.44,16.1,27.0,75.2,50.3,52.2,95.92,44.9,0
12,3,720.0,109.7,99.6,1.78,19.6,28.0,71.4,51.2,57.2,99.87,57.9,6,7,629.0,108.5,112.6,1.49,18.6,33.6,73.2,52.8,55.7,103.48,46.6,0
7,7,687.0,110.4,110.3,1.94,17.2,26.3,73.4,49.4,55.2,99.46,48.8,9,6,735.0,110.1,110.4,1.62,17.8,27.0,75.7,51.5,57.3,99.17,50.1,1
8,7,725.0,106.7,106.0,1.73,16.1,27.1,72.9,49.4,53.6,98.12,49.3,9,5,672.0,107.9,104.1,1.8,17.8,31.2,73.6,52.0,53.3,96.29,51.9,0
6,9,730.0,111.6,111.7,2.12,18.3,29.0,71.1,49.7,55.4,100.47,51.7,5,9,672.0,98.7,107.1,1.26,15.7,23.2,70.6,47.3,52.7,96.93,45.3,0
4,12,768.0,105.3,116.9,1.66,15.7,28.0,71.2,49.2,52.8,95.66,44.4,5,10,720.0,102.7,105.9,1.59,17.4,20.7,70.7,46.0,54.4,95.17,48.7,1
6,9,720.0,112.2,112.1,2.0,19.4,27.9,72.1,50.2,56.8,101.27,50.7,7,9,773.0,107.9,110.2,1.43,16.2,28.8,73.4,51.4,55.8,101.62,49.8,1
8,4,581.0,110.5,109.3,1.89,19.7,30.2,72.9,51.5,55.8,98.07,50.5,11,5,768.0,116.7,106.4,2.19,19.4,22.9,72.9,49.9,60.6,99.0,56.7,1
9,6,720.0,111.3,110.8,2.02,18.3,25.9,69.8,47.1,56.2,104.5,49.3,6,9,725.0,109.9,114.4,1.43,16.6,25.8,72.9,50.2,58.1,102.59,47.7,1
9,5,682.0,115.5,107.7,2.08,18.7,27.7,71.9,49.8,58.3,99.98,54.8,11,4,720.0,113.4,109.1,1.46,15.8,27.9,71.5,49.7,57.9,97.23,49.5,1
2,12,682.0,104.8,116.1,1.59,15.7,25.5,72.3,47.4,52.7,101.07,41.9,10,4,677.0,108.4,102.1,1.71,17.5,24.2,75.7,50.9,55.8,101.71,53.8,1
8,7,720.0,110.0,106.7,1.71,18.0,25.3,75.1,51.1,57.4,104.17,52.3,9,6,720.0,111.3,110.8,2.02,18.3,25.9,69.8,47.1,56.2,104.5,49.3,1
8,7,730.0,108.1,109.3,1.46,16.1,28.9,75.4,52.1,55.5,99.45,48.8,10,5,725.0,110.6,106.7,1.97,19.5,23.7,75.1,49.9,57.6,103.15,53.2,0
7,6,629.0,110.6,108.4,1.85,19.0,25.3,74.5,50.2,56.9,101.49,51.6,7,7,672.0,109.3,100.6,1.67,19.1,27.8,76.8,53.1,57.1,100.71,56.1,0
9,6,735.0,110.1,110.4,1.62,17.8,27.0,75.7,51.5,57.3,99.17,50.1,7,7,687.0,110.4,110.3,1.94,17.2,26.3,73.4,49.4,55.2,99.46,48.8,1
4,11,725.0,102.4,108.6,1.39,16.4,29.6,74.8,51.0,51.9,99.94,44.3,12,3,720.0,109.7,99.6,1.78,19.6,28.0,71.4,51.2,57.2,99.87,57.9,1
8,7,725.0,106.7,106.0,1.73,16.1,27.1,72.9,49.4,53.6,98.12,49.3,5,8,634.0,101.7,109.0,1.44,16.1,27.0,75.2,50.3,52.2,95.92,44.9,1
5,9,672.0,98.7,107.1,1.26,15.7,23.2,70.6,47.3,52.7,96.93,45.3,6,9,740.0,109.6,112.1,1.92,19.1,23.0,69.4,46.1,57.2,100.61,49.0,0
4,12,768.0,105.3,116.9,1.66,15.7,28.0,71.2,49.2,52.8,95.66,44.4,9,5,672.0,107.9,104.1,1.8,17.8,31.2,73.6,52.0,53.3,96.29,51.9,1
6,7,629.0,108.5,112.6,1.49,18.6,33.6,73.2,52.8,55.7,103.48,46.6,6,9,730.0,111.6,111.7,2.12,18.3,29.0,71.1,49.7,55.4,100.47,51.7,0
7,9,773.0,107.9,110.2,1.43,16.2,28.8,73.4,51.4,55.8,101.62,49.8,6,9,720.0,112.2,112.1,2.0,19.4,27.9,72.1,50.2,56.8,101.27,50.7,1
11,5,768.0,116.7,106.4,2.19,19.4,22.9,72.9,49.9,60.6,99.0,56.7,8,4,581.0,110.5,109.3,1.89,19.7,30.2,72.9,51.5,55.8,98.07,50.5,1
9,6,720.0,108.1,101.7,1.43,15.6,29.9,74.6,51.6,54.7,105.1,52.7,5,11,793.0,104.9,112.4,1.58,17.4,27.9,69.9,48.3,54.3,99.93,46.2,0
6,9,725.0,109.9,114.4,1.43,16.6,25.8,72.9,50.2,58.1,102.59,47.7,8,7,720.0,110.0,106.7,1.71,18.0,25.3,75.1,51.1,57.4,104.17,52.3,0
9,6,735.0,110.1,110.4,1.62,17.8,27.0,75.7,51.5,57.3,99.17,50.1,10,4,677.0,108.4,102.1,1.71,17.5,24.2,75.7,50.9,55.8,101.71,53.8,1
11,4,720.0,113.4,109.1,1.46,15.8,27.9,71.5,49.7,57.9,97.23,49.5,6,9,720.0,112.2,112.1,2.0,19.4,27.9,72.1,50.2,56.8,101.27,50.7,0
7,7,687.0,110.4,110.3,1.94,17.2,26.3,73.4,49.4,55.2,99.46,48.8,6,9,740.0,109.6,112.1,1.92,19.1,23.0,69.4,46.1,57.2,100.61,49.0,1
4,12,768.0,105.3,116.9,1.66,15.7,28.0,71.2,49.2,52.8,95.66,44.4,6,7,629.0,108.5,112.6,1.49,18.6,33.6,73.2,52.8,55.7,103.48,46.6,1
9,5,682.0,115.5,107.7,2.08,18.7,27.7,71.9,49.8,58.3,99.98,54.8,5,10,720.0,102.7,105.9,1.59,17.4,20.7,70.7,46.0,54.4,95.17,48.7,0
2,12,682.0,104.8,116.1,1.59,15.7,25.5,72.3,47.4,52.7,101.07,41.9,7,7,672.0,109.3,100.6,1.67,19.1,27.8,76.8,53.1,57.1,100.71,56.1,1
8,4,581.0,110.5,109.3,1.89,19.7,30.2,72.9,51.5,55.8,98.07,50.5,5,11,793.0,104.9,112.4,1.58,17.4,27.9,69.9,48.3,54.3,99.93,46.2,0
10,5,725.0,110.6,106.7,1.97,19.5,23.7,75.1,49.9,57.6,103.15,53.2,8,7,730.0,108.1,109.3,1.46,16.1,28.9,75.4,52.1,55.5,99.45,48.8,0
11,5,768.0,116.7,106.4,2.19,19.4,22.9,72.9,49.9,60.6,99.0,56.7,6,9,725.0,109.9,114.4,1.43,16.6,25.8,72.9,50.2,58.1,102.59,47.7,0
4,11,725.0,102.4,108.6,1.39,16.4,29.6,74.8,51.0,51.9,99.94,44.3,5,8,634.0,101.7,109.0,1.44,16.1,27.0,75.2,50.3,52.2,95.92,44.9,1
6,9,730.0,111.6,111.7,2.12,18.3,29.0,71.1,49.7,55.4,100.47,51.7,9,5,672.0,107.9,104.1,1.8,17.8,31.2,73.6,52.0,53.3,96.29,51.9,0
5,9,672.0,98.7,107.1,1.26,15.7,23.2,70.6,47.3,52.7,96.93,45.3,8,7,725.0,106.7,106.0,1.73,16.1,27.1,72.9,49.4,53.6,98.12,49.3,1
9,6,720.0,108.1,101.7,1.43,15.6,29.9,74.6,51.6,54.7,105.1,52.7,7,9,773.0,107.9,110.2,1.43,16.2,28.8,73.4,51.4,55.8,101.62,49.8,1
7,6,629.0,110.6,108.4,1.85,19.0,25.3,74.5,50.2,56.9,101.49,51.6,8,7,730.0,108.1,109.3,1.46,16.1,28.9,75.4,52.1,55.5,99.45,48.8,1
9,6,720.0,111.3,110.8,2.02,18.3,25.9,69.8,47.1,56.2,104.5,49.3,8,7,720.0,110.0,106.7,1.71,18.0,25.3,75.1,51.1,57.4,104.17,52.3,1
6,7,629.0,108.5,112.6,1.49,18.6,33.6,73.2,52.8,55.7,103.48,46.6,12,3,720.0,109.7,99.6,1.78,19.6,28.0,71.4,51.2,57.2,99.87,57.9,1
5,8,634.0,101.7,109.0,1.44,16.1,27.0,75.2,50.3,52.2,95.92,44.9,7,7,687.0,110.4,110.3,1.94,17.2,26.3,73.4,49.4,55.2,99.46,48.8,1
5,10,720.0,102.7,105.9,1.59,17.4,20.7,70.7,46.0,54.4,95.17,48.7,11,4,720.0,113.4,109.1,1.46,15.8,27.9,71.5,49.7,57.9,97.23,49.5,1
9,5,682.0,115.5,107.7,2.08,18.7,27.7,71.9,49.8,58.3,99.98,54.8,11,5,768.0,116.7,106.4,2.19,19.4,22.9,72.9,49.9,60.6,99.0,56.7,1
